match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
729279,Mumbai Indians,Kolkata Knight Riders,,7,13,5,0,0,0,False,,3,0,260.0,0.0,0
729289,Delhi Daredevils,Kolkata Knight Riders,,7,8,2,0,0,0,False,,2,0,400.0,0.0,0
729299,Royal Challengers Bangalore,Kolkata Knight Riders,,7,24,18,0,0,0,False,,1,1,133.33,0.0,0
729307,Kings XI Punjab,Kolkata Knight Riders,,7,34,17,0,0,0,True,caught,3,1,200.0,0.0,0
729315,Rajasthan Royals,Kolkata Knight Riders,,5,31,19,0,0,0,True,caught,3,1,163.16,0.0,0
733971,Chennai Super Kings,Kolkata Knight Riders,,6,8,13,0,0,0,True,lbw,0,0,61.54,0.0,0
733979,Rajasthan Royals,Kolkata Knight Riders,,8,9,16,0,0,0,False,,0,0,56.25,0.0,0
733985,Delhi Daredevils,,Kolkata Knight Riders,0,0,0,6,2,0,False,,0,0,0.0,8.0,8
734037,Sunrisers Hyderabad,Kolkata Knight Riders,,7,12,5,0,0,0,False,,1,1,240.0,0.0,0
734043,Kings XI Punjab,Kolkata Knight Riders,,6,20,14,0,0,0,True,bowled,3,1,142.86,0.0,0
734049,Kings XI Punjab,Kolkata Knight Riders,,7,5,6,0,0,0,True,caught,0,0,83.33,0.0,0
