match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
1359476,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,9,7,2,24,8,1,False,,0,1,350.0,10.0,40
1359483,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,8,0,1,24,11,2,False,,0,0,0.0,4.0,16
1359487,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,7,0,1,24,8,3,True,caught,0,0,0.0,8.25,33
1359493,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,4,0,1,24,7,0,True,caught,0,0,0.0,7.0,28
1359496,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,8,2,2,18,4,0,False,,0,0,100.0,13.67,41
1359502,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,7,4,6,24,6,0,True,caught,1,0,66.67,9.0,36
1359507,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,2,0,3,12,3,0,True,bowled,0,0,0.0,11.5,23
1359510,Royal Challengers Bangalore,,Kolkata Knight Riders,0,0,0,24,1,0,False,,0,0,0.0,10.25,41
1359513,Gujarat Titans,,Kolkata Knight Riders,0,0,0,18,3,1,False,,0,0,0.0,8.0,24
1359521,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,7,1,2,12,1,0,True,caught,0,0,50.0,8.0,16
1359527,Punjab Kings,,Kolkata Knight Riders,0,0,0,24,9,0,False,,0,0,0.0,7.25,29
1359530,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,9,6,5,12,5,0,True,caught,1,0,120.0,6.5,13
1359535,Chennai Super Kings,,Kolkata Knight Riders,0,0,0,24,10,2,False,,0,0,0.0,3.75,15
1359542,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,8,1,2,24,8,2,True,run out,0,0,50.0,7.0,28
