match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
1254087,Royal Challengers Bangalore,,Kolkata Knight Riders,0,0,0,24,11,2,False,,0,0,0.0,6.0,24
1254092,Delhi Capitals,,Kolkata Knight Riders,0,0,0,12,6,2,False,,0,0,0.0,5.0,10
1254096,Mumbai Indians,,Kolkata Knight Riders,0,0,0,24,9,2,False,,0,0,0.0,6.75,27
1254098,Chennai Super Kings,,Kolkata Knight Riders,0,0,0,24,9,1,False,,0,0,0.0,8.25,33
1254106,Rajasthan Royals,,Kolkata Knight Riders,0,0,0,24,17,3,False,,0,0,0.0,4.5,18
1254115,Royal Challengers Bangalore,,Kolkata Knight Riders,0,0,0,24,7,2,False,,0,0,0.0,7.5,30
1254116,Delhi Capitals,,Kolkata Knight Riders,0,0,0,24,11,1,False,,0,0,0.0,6.5,26
1254117,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,9,18,10,24,4,0,False,,1,1,180.0,14.0,56
