match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
1136561,Chennai Super Kings,,Mumbai Indians,0,0,0,24,10,1,False,,0,0,0.0,9.25,37
1136567,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,9,4,4,24,6,2,False,,0,0,100.0,8.0,32
1136569,Delhi Daredevils,,Mumbai Indians,0,0,0,24,9,0,False,,0,0,0.0,6.75,27
1136574,Royal Challengers Bangalore,,Mumbai Indians,0,0,0,24,11,2,False,,0,0,0.0,7.0,28
1136581,Rajasthan Royals,,Mumbai Indians,0,0,0,24,10,2,False,,0,0,0.0,7.0,28
1136583,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,10,6,5,24,9,1,False,,1,0,120.0,6.25,25
1136587,Chennai Super Kings,,Mumbai Indians,0,0,0,24,11,0,False,,0,0,0.0,6.25,25
1136591,Royal Challengers Bangalore,,Mumbai Indians,0,0,0,24,9,1,False,,0,0,0.0,5.5,22
1136594,Kings XI Punjab,,Mumbai Indians,0,0,0,24,10,1,False,,0,0,0.0,4.75,19
1136597,Kolkata Knight Riders,,Mumbai Indians,0,0,0,24,8,1,False,,0,0,0.0,8.5,34
1136601,Kolkata Knight Riders,,Mumbai Indians,0,0,0,18,10,1,False,,0,0,0.0,5.67,17
1136607,Rajasthan Royals,,Mumbai Indians,0,0,0,18,6,1,False,,0,0,0.0,11.33,34
1136610,Kings XI Punjab,,Mumbai Indians,0,0,0,24,11,3,False,,0,0,0.0,3.75,15
1136615,Delhi Daredevils,Mumbai Indians,Mumbai Indians,10,0,1,24,8,1,True,caught,0,0,0.0,7.25,29
