match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
392183,Delhi Daredevils,,Kings XI Punjab,0,0,0,5,0,0,True,run out,0,0,0.0,14.4,12
392186,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,8,3,6,12,6,0,False,,0,0,50.0,4.0,8
392191,Royal Challengers Bangalore,,Kings XI Punjab,0,0,0,24,11,1,False,,0,0,0.0,4.75,19
392195,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,6,6,6,24,10,2,False,,1,0,100.0,5.5,22
392200,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,8,0,2,18,3,1,True,bowled,0,0,0.0,8.67,26
392204,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,7,3,4,24,7,0,True,bowled,0,0,75.0,7.25,29
392207,Kolkata Knight Riders,,Kings XI Punjab,0,0,0,24,11,2,False,,0,0,0.0,6.75,27
392210,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,8,6,7,24,12,2,True,caught,1,0,85.71,7.5,30
392214,Chennai Super Kings,,Kings XI Punjab,0,0,0,18,10,1,False,,0,0,0.0,9.33,28
392216,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,9,8,6,18,6,1,False,,1,0,133.33,8.67,26
392222,Mumbai Indians,,Kings XI Punjab,0,0,0,24,11,1,True,run out,0,0,0.0,8.0,32
392226,Delhi Daredevils,,Kings XI Punjab,0,0,0,18,8,0,False,,0,0,0.0,5.33,16
392229,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,9,1,1,24,11,0,False,,0,0,100.0,5.0,20
392234,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,9,4,4,12,5,1,False,,0,0,100.0,6.5,13
