match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
335983,Chennai Super Kings,,Kings XI Punjab,0,0,0,6,1,0,False,,0,0,0.0,19.0,19
335987,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,9,24,10,12,4,0,False,,4,0,240.0,13.5,27
335991,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,9,0,1,24,15,2,True,lbw,0,0,0.0,4.0,16
335995,Delhi Daredevils,,Kings XI Punjab,0,0,0,24,12,0,False,,0,0,0.0,7.25,29
335999,Deccan Chargers,,Kings XI Punjab,0,0,0,24,8,3,False,,0,0,0.0,7.0,28
336003,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,8,21,7,6,2,0,False,,3,1,300.0,16.0,16
336006,Royal Challengers Bangalore,,Kings XI Punjab,0,0,0,24,12,3,False,,0,0,0.0,6.25,25
336013,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,8,17,15,18,5,1,True,caught,1,1,113.33,12.0,36
336016,Royal Challengers Bangalore,,Kings XI Punjab,0,0,0,24,6,2,False,,0,0,0.0,8.25,33
336019,Rajasthan Royals,,Kings XI Punjab,0,0,0,24,7,3,False,,0,0,0.0,8.75,35
336022,Delhi Daredevils,,Kings XI Punjab,0,0,0,6,1,0,False,,0,0,0.0,13.0,13
336028,Mumbai Indians,,Kings XI Punjab,0,0,0,24,11,1,False,,0,0,0.0,5.5,22
336031,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,6,16,9,24,12,0,False,,1,1,177.78,7.75,31
336035,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,7,0,1,24,8,2,True,bowled,0,0,0.0,9.0,36
336039,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,8,12,15,17,6,0,True,bowled,1,0,80.0,8.12,23
