match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
729279,Mumbai Indians,,Kolkata Knight Riders,0,0,0,18,7,1,False,,0,0,0.0,5.0,15
729289,Delhi Daredevils,,Kolkata Knight Riders,0,0,0,15,6,1,False,,0,0,0.0,10.8,27
729307,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,8,0,2,24,10,3,True,stumped,0,0,0.0,4.75,19
729315,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,9,0,1,18,6,0,True,run out,0,0,0.0,9.0,27
733971,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,9,1,2,18,6,0,True,caught,0,0,50.0,10.33,31
733997,Kings XI Punjab,,Kolkata Knight Riders,0,0,0,24,7,3,False,,0,0,0.0,4.75,19
734009,Mumbai Indians,,Kolkata Knight Riders,0,0,0,24,8,1,False,,0,0,0.0,8.0,32
734015,Sunrisers Hyderabad,,Kolkata Knight Riders,0,0,0,24,10,1,False,,0,0,0.0,6.0,24
734023,Chennai Super Kings,,Kolkata Knight Riders,0,0,0,24,5,1,False,,0,0,0.0,10.5,42
734043,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,8,17,9,24,7,1,False,,3,0,188.89,5.75,23
734049,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,8,13,5,24,7,2,False,,1,1,260.0,11.0,44
