match_id,opponent_team,batting_team,bowling_team,batting_position,total_runs,balls_played,balls_bowled,dot_balls,wickets_taken,dismissed,dismissal_kind,fours,sixes,batting_strike_rate,bowling_economy,runs_conceded
598003,Pune Warriors,,Kings XI Punjab,0,0,0,24,11,1,False,,0,0,0.0,4.75,19
598007,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,8,4,5,24,7,0,True,caught,1,0,80.0,5.25,21
598014,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,8,7,9,20,5,1,True,caught,0,0,77.78,6.6,22
598016,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,9,11,8,18,1,0,False,,2,0,137.5,9.33,28
598021,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,5,23,15,24,9,1,True,run out,1,2,153.33,6.25,25
598025,Pune Warriors,,Kings XI Punjab,0,0,0,24,5,0,False,,0,0,0.0,8.25,33
598028,Delhi Daredevils,,Kings XI Punjab,0,0,0,24,6,2,False,,0,0,0.0,11.0,44
598031,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,8,0,2,24,6,0,False,,0,0,0.0,8.25,33
598037,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,9,12,10,12,4,1,True,caught,0,1,120.0,12.0,24
598041,Chennai Super Kings,,Kings XI Punjab,0,0,0,24,6,1,False,,0,0,0.0,8.0,32
598045,Royal Challengers Bangalore,,Kings XI Punjab,0,0,0,24,9,0,False,,0,0,0.0,6.75,27
598052,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,8,1,1,24,8,1,False,,0,0,100.0,6.75,27
598056,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,7,0,2,24,10,1,True,caught,0,0,0.0,5.0,20
598059,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,7,5,3,12,6,0,False,,1,0,166.67,8.5,17
598064,Royal Challengers Bangalore,,Kings XI Punjab,0,0,0,24,9,0,False,,0,0,0.0,6.5,26
598066,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,8,1,2,24,15,2,True,run out,0,0,50.0,5.0,20
